TowNum,Tow Address,Tow Firm,Firm Address,Firm Phone,Vehicle State,Vehicle Plate,Year,Make,Model,Color,Date ,Time
304411,  80 JULIUS ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,2121CY,2002,CHEVY,MALIBU,PUR,2022015,405
304413,  10 CONGRESS ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,3AJRH1,2008,CHEVY,IMPALA,BLK,2022015,406
304415,  60 DEAN ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,819ZTK,2002,JEEP,LIBERTY,BLACK,2022015,406
304416,  60 DEAN ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,3AHFT0,2003,CHEVY,VENTURE,BLUE,2022015,406
304418, 571 MAPLE AV,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,559TWT,1997,CHRY,SEBRING,RED,2022015,406
304419, 571 MAPLE AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,S2875S,2012,FORD,FLEX  STV3,GRY,2022015,406
304420, 266 MAPLE AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,534SZV,2000,KIA,SPORTAGE,BLK TAN,2022015,406
304421, 266 MAPLE AV,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,8AFKD9,1993,HONDA,ACCORD,GREEN,2022015,406
304422, 266 MAPLE AV,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,7AMAG6,1999,NISS,MAXIMA,TAN,2022015,406
304424, 949 MAIN ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,566YZY,2012,HYUNDAI,SONATA,BLACK,2022015,412
304425,  22 PRATT ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,153ZXY,2014,MAZDA,CX5,WHITE,2022015,422
304426, 188 ASYLUM ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,193YNZ,2007,BUICK,LACROSSE,BLACK,2022015,429
304427, 100 PEARL ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,688XEJ,2009,FORD,TAURUS,RED,2022015,431
304429, 725 HILLSIDE AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,1AHKA9,2000,NISSAN,MAXIMA,GRY,2022015,444
304430, 600 HILLSIDE AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,4AARX1,2001,PONTIAC,GRAND AM,GRN,2022015,458
304431, 143 SOUTH ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,5ANWK6,2015,DODGE,GR CARAVAN,WHI,2022015,503
304432, 200 CHESHIRE ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,2M139,1991,TOYT,LAND CRU,BRN,2022015,435
304433, 200 CHESHIRE ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,3ARSA2,2015,TOYT,COROLLA,GRY,2022015,435
304435, 759 MAPLE AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,146YCV,2004,NISSAN,XTERRA,YEL,2022015,545
304436,  44 ARNOLD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,699LEO,2009,HONDA,ACC,BLK,2022015,435
304438,  32 ARNOLD ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,1AFKJ1,1999,INFI,I30,GRN,2022015,436
304439, 119 HILLSIDE AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,653ZPF,2007,TOYT,SCION,BLU,2022015,436
304440,  20 WARD PL,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,MA,1ME974,2014,DODGE,CHARGE,GRY/BLK,2022015,436
304441,  21 WARD PL,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,8AFUP0,2003,HONDA,ACCORD  CO,BLU,2022015,436
304442,  21 WARD PL,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6AFMD7,2001,CHEVY,CAVALIER,TAN,2022015,436
304443, 518 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,218WFP,2004,HONDA,ACCORD,BLK,2022015,441
304444, 469 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,531YYL,1994,CHEV,K1500,BLK,2022015,441
304445, 469 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,268ZKF,2010,TOYT,COROLLA,GRY,2022015,441
304446, 469 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,472ZFE,2009,JEEP,LIBERTY,BLK,2022015,500
304447, 407 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,537XNJ,1999,NISS,ALT,TAN,2022015,441
304448, 424 NEW BRITAIN AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,MA,EYC4403,2008,TOYT,CAMRY,GRY,2022015,442
304449,   1 NATICK ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,640ZXT,1998,CADI,SEVILLE,WHT,2022015,442
304450,  35 NATICK ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0AMUF9,1996,TOYT,AVALON,BLU,2022015,442
304451,  78 NATICK ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,737ZVR,2004,HONDA,CIVIC,GRY,2022015,442
304452,  69 NATICK ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0ABKN0,2001,AUDI,A6,GRY,2022015,442
304453,  34 BEACON ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,6AKHT1,2006,BUICK,LUCERNE,GRN,2022015,635
304454, 355 GARDEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,3ALEE2,1998,HONDA,CIVIC,BLACK,2022015,445
304455, 115 BEDFORD ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,SC,1JD319,1996,BUICK,REGAL,RED,2022015,445
304456, 100 BROOK ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,0AMPX9,2006,TOYOTA,CAMRY,WHITE,2022015,445
304457, 112 BROOK ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,5ANBN9,1993,HONDA,ACCORD,BLUE,2022015,445
304458,  37 GREEN ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,9ALBS8,2009,BUICK,ENCLAVE,BLUE,2022015,445
304459,  57 GREEN ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,356ZLC,1992,GEO,PRIZM,RED,2022015,445
304460,  57 GREEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,4ALXS5,2001,CHEVY,MONTE CARL,RED,2022015,445
304461,  49 GREEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,FL,729NXV,2003,HONDA,ACCORD,WHI,2022015,650
304462,  57 FAIRMOUNT ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,7WWWW2,2013,NISSAN,MAXIMA,WHITE,2022015,445
304463,  57 FAIRMOUNT ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,7APLA4,2002,GMC,ENVOY,TAN,2022015,445
304464,   1 HOADLEY PL,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,5AENV4,2007,HONDA,CIVIC,BLACK,2022015,533
304465,  98 HUNGERFORD ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,1AJRE8,2004,VOLVO,S60,GRY,2022015,909
304468,  47 OAKLAND TER,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,547YAV,2008,CHEV,COBALT  4D,GRY,2022015,1113
304469,  70 LORRAINE ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6AALH0,1988,DODGE,D100 PKUP,RED WHT,2022015,1142
304470,   1 GARDEN ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,597ZPH,2006,AUDI,A4,BLUE,2022015,536
304471, 100 SPRING ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,5AFDP7,2014,CHRYSLER,TOWN COUNT,GRY,2022015,536
304472, 100 SPRING ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,6AFUU8,2006,INFINITY,M35,GRAY,2022015,536
304473,  57 SUMNER ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,9AJHR2,1997,TOYOTA,COROLLA,GREEN,2022015,536
304474,  67 SUMNER ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,2ALJP1,2003,ACURA,3 2 TL,GRAY,2022015,536
304475,  75 SUMNER ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,1AJNH7,2004,VOLKSWAGON,TOURREG,GRAY,2022015,536
304476,   1 SUMNER ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,430XSP,2001,NISSAN,ALTIMA,GRAY,2022015,536
304477,  25 SUMNER ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,953YNX,2001,HONDA,ACCORD,GRAY,2022015,536
304478,  48 HUNTINGTON ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,5AJHS2,2001,DODGE,GRAND SE,GRAY,2022015,536
304479,  20 HUNTINGTON ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,2ASHU0,1997,HONDA,ACCORD,RED,2022015,536
304480, 186 WARD ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,3ANBX5,2002,HYUN,XG350,GRN,2022015,538
304481, 569 ZION ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2000,FORD,WINDSTAR,GRN,2022015,538
304482, 584 ZION ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,263ZWR,1999,JEEP,GRAND CHK,GRY,2022015,538
304483, 575 ZION ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,0ADES7,1998,TOYT,CAMRY,GRY,2022015,538
304484, 601 ZION ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2APAF2,2008,HYUN,ELANTRA,TAN,2022015,538
304485, 601 ZION ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,3AKKB4,2011,HYUN,ELANTRA,RED,2022015,539
304486,  50 LAWRENCE ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,6APGB7,2015,TOYT,RAV4,WHT,2022015,539
304487,  20 LAWRENCE ST,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,374GKH,1994,TOYT,COROLLA,GRY,2022015,539
304488, 186 WARD ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,NJ,YUT69R,1997,JEEP,GRAND CHK,BLK,2022015,539
304489, 186 AFFLECK ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,579ZXG,2008,ACURA,TL,BLK,2022015,539
304490,   2 LAWRENCE ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,476YW8,2006,INFI,M35,GRY,2022015,539
304491,CAPITOL AV & FLOWER ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,510YYL,1993,TOYT,COROLLA,RED,2022015,539
304492, 120 HUNGERFORD ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,XI22,2014,CHEVY,SILVERADO,SILVER,2022015,539
304493,  26 RUSS ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,252ZTE,2003,NISS,ATL,GRY,2022015,539
304494,  26 RUSS ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,6ALSF1,1999,VOLVO,V70,GRY,2022015,539
304495,  31 WOLCOTT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2K137,1985,TOYT,COROLLA,BLU,2022015,540
304496,  31 WOLCOTT ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,98ZZ85,2004,CADI,SRX,RED,2022015,540
304497,  31 WOLCOTT ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,MA,1CX277,1999,ACURA,32TL,RED,2022015,540
304498,  20 PUTNAM HTS,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,1496CS,2001,LEXS,IS300,GRY,2022015,540
304499,   2 MORTSON ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,788YFZ,1994,TOYT,COROLLA,BLU,2022015,540
304500,  32 ELLSWORTH ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,7ALJS9,1998,CADI,SEVILLE,GRY,2022015,541
304501,  30 ELLSWORTH ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,723YEC,1998,HONDA,CIVIC,GRN,2022015,541
304503,  75 WEBSTER ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,7AHFG9,2003,INFI,I35,BLK,2022015,541
304504,  59 WEBSTER ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,OAMTH6,2000,JAGAR,S,GRAY,2022015,541
304505,  59 WEBSTER ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,MA,1GM747,2015,TOYOTA,HIGHLANDER,BLACK,2022015,541
304506,  37 WEBSTER ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,868ZBZ,1992,LEXUS,LS400,BROWN,2022015,541
304507,  37 CROWN ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,896ZUJ,2002,HONDA,CRV,WHITE,2022015,541
304508,1994 BROAD ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,6ALSG1,1995,GEO,PRIZM,TAN,2022015,541
304509, 324 WEST PRESTON ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,1ASDH8,2002,ACURA,3 2 TL,BLACK,2022015,541
304510,   1 UNION PL,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,440CHB,2002,FORD,RANGER,BLK,2022015,555
304511,   1 UNION PL,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,GA,PJF8745,2013,JEEP,WRANGLER,BLK,2022015,555
304514, 222 MAPLE AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,RI,482821,1996,HONDA,ACCORD,GOLD,2022015,559
304515,  10 BOND ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,747ZMF,1994,LEXUS,ES300,BLACK,2022015,559
304516,  43 CAMPFIELD AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,854ZXH,1993,TOTY,COROLLA,GREEN,2022015,559
304517,  53 CAMPFIELD AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,6ARHD2,2015, MITS,OUTLANDER,BLACK,2022015,559
304518,   1 STEDMAN ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,9AAJN2,2001,DODGE,GRAND SP,BLUE,2022015,559
304519,   1 STEDMAN ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,3320CL,2005,NISS,TITAN,GRY,2022015,600
304521,  57 ANNAWAN ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,6AARU8,2002,HONDA,ACCORD COU,BLK,2022015,600
304522,  20 ELLIOTT PL,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,PA,GHX2055,2013,VW,GOLF,SILVER,2022015,600
304523,  57 BODWELL ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,1APMH0,2001,VOLVO,S60  4DR,GRY,2022015,600
304524,  69 NATICK ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0ALGL1,2005,TOYT,RAV4,GRN,2022015,632
304525, 176 DART ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,820ZZA,1995,FORD,EXPLORER,WHT,2022015,632
304526, 176 DART ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2392CY,1994,DODGE,1500,GRN,2022015,632
304527, 176 DART ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,8ASDE2,2002,HONDA,CIVIC,GRAY,2022015,632
304528, 317 HILLSIDE AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,0ANBT4,2003,BMW,325I,BLUE,2022015,632
304529,  55 HUGHES ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,347ZTK,1997,ACURA,2.5,GRAY,2022015,632
304530,  55 HUGHES ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,560ZSY,2001,CHRYSLER,CONCORDE,WHITE,2022015,632
304531,  18 CURTISS ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,6AGXA7,2003,CHEVY,TRACKER,BLUE,2022015,632
304532, 294 PARK TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,9AHFL7,2000,HONDA,CIVIC,GRAY,2022015,632
304533, 304 PARK TER,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,1AHMX5,2014,KIA,OPTIMA,GRAY,2022015,632
304535,  20 KENNETH ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,539XTX,2010,HONDA,ACCORD,BLK,2022015,830
304536,  40 KENNETH ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,0ARGW8,2003,MAZDA,PROTEGE,GRAY,2022015,658
304537,  10 KENNETH ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,761WFH,2000,CADILAC,DEVILLE,GRAY,2022015,658
304538,  50 KENNETH ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,618XZR,2009,MAZDA,5,WHITE,2022015,658
304539,  68 WHITE ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,MA,46HH01,2000,BMW,323CI,GRAY,2022015,658
304540, 267 GRANDVIEW TER,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,6AAEA9,2002,FORD,RANGER,GREEN,2022015,658
304541,  36 WHITE ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,1ADJT9,2004,ACURA,TL,RED,2022015,658
304543,   5 DOUGLAS ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,0AKUV5,1998,HONDA,ACCORD,TAN,2022015,658
304545,  31 SEYMS ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,1ABKT8,1999,HONDA,ODYSSEY,GRN,2022015,717
304546,  22 SEYMS ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,710ZXY,1999,BUICK,CENTURY,TAN,2022015,717
304547,   1 BELDEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,3ALGM8,2015,FORD,TAURUS,RED,2022015,717
304548, 441 GARDEN ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,6AHVD9,2001,KIA,SEPHIA,GRAY,2022015,717
304549,  75 PLINY ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,281ZGA,2001,HYUNDAI,SONATA,GRAY,2022015,717
304550, 154 BROOK ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,NY,GSW8575,2013,HYUNDAI,ELANTRA,WHITE,2022015,718
304551, 154 BROOK ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,214YWT,2006,JEEP,GR CHEROKE,GRY,2022015,813
304552,  69 MANSFIELD ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,8AMTW2,2000,CHRYSLER,CONCORDE,TAN,2022015,718
304553,  28 WEST RAYMOND ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,370TDJ,2005,NISSAN,ALTIMA,BLUE,2022015,718
304554, 207 VINE ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,8APLJ1,1999,HONDA,ACCORD,WHITE,2022015,718
304555,  20 WARD PL,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,0ARAE2,2000,PLYMOUTH,NEON,WHITE,2022015,719
304556,  71 WARD PL,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,5AFFU2,2004,HONDA,ACCORD,GRAY,2022015,719
304557, 425 ZION ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,6AFKF6,1996,TOYOTA,CAMRY,TAN,2022015,719
304558, 426 ZION ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,8AKKP8,1993,TOYOTA,CAMRY,TAN,2022015,719
304559, 428 ZION ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,NY,ZES5562,2008,HONDA,ACCORD,BLACK,2022015,719
304560,  20 HUNTINGTON ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,5AMUE0,2001,FORD,EXPLORER,RED,2022015,729
304561,   2 HUNTINGTON ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,MI,CMX4596,2013,FORD,4D,,2022015,729
304562, 106 GILLETT ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CA,6PAH714,2011,TOYOTA,,BLACK,2022015,729
304563, 104 NILES ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,9AGNG4,2001,NISSAN,MAXIMA,TAN,2022015,729
304564,   8 NILES ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,8AAUE7,2010,NISSAN,SENTRA,BLK,2022015,729
304565, 123 WOOSTER ST,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,2ADHB6,1997,HOND,CIV  COUPE,RED,2022015,751
304566,  12 WOOSTER ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,861ZBD,2002,MERC,SABLE  4DR,GRY,2022015,751
304567, 123 WOOSTER ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,HYUNDIA,TIBURON,GRY,2022015,751
304568,BARBOUR ST & CLEVELAND AV,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,4AMKR5,2012,HONDA,ACCORD  4D,GRY,2022015,800
304571,  54 STANWOOD ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2ARNP4,1996,HONDA,CIVIC,BLACK,2022015,811
304572,  54 STANWOOD ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,MA,629TJ6,2004,INFINITI,G35,BLACK,2022015,811
304573,  90 ROSLYN ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,574YTV,2002,OLDSMOBILE,ALERO,BLACK,2022015,811
304574,   1 BRINLEY AV,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2APAK3,2001,OLDSMOBILE,AURORA,WHITE,2022015,811
